ItemCode,ItemName,UoMGroupEntry,InventoryUoMEntry
ME02199,RH ECCENTRIC GEAR RTO 1B,3,4
ME02200,RH ECCENTRIC GEAR RTO 2B,3,4
ME02201,RH ECCENTRIC GEAR RTO 3B,3,4
MS02653,RICE BASMATI,1,1
MS02654,RICE KHIR,1,1
ME3336,"RIGHT ANGLE-8""",2,3
HE1188,RIM,2,3
ME2873,RING CRANKSHAFT THRUST LD101242S,3,4
ME2874,RING INT/EXT VALVE SEAT LD100534S,3,4
EL00780,RING LUGS 2.5 MM,2,3
EL00781,RING LUGS 4 MM,2,3
ME02204,RING LUGS 6 MM,2,3
ME02205,RING PISTON SET,2,3
ME3421,"RING SPANNER 1"" X 1.5""",2,3
ME02206,RING SPANNER 1/2 X 3/8,2,3
ME3795,RING SPANNER 10X11,2,3
ME02207,RING SPANNER 11/16 X 9/16,2,3
ME02208,RING SPANNER 12 X 13,2,3
ME02209,RING SPANNER 14 X 15,2,3
ME02210,RING SPANNER 16 X 17,2,3
ME3417,RING SPANNER 18 X 19,2,3
ME3823,RING SPANNER 21 X 22,2,3
ME02211,RING SPANNER 21 X 23,2,3
ME3418,RING SPANNER 22 X 23,2,3
ME02212,RING SPANNER 24 X26,2,3
ME3902,"RING SPANNER 36MM X 1 1/4""",2,3
ME3415,RING SPANNER 36MM X 38MM,2,3
ME3393,RING SPANNER 38MM X 40MM,2,3
ME02213,RING SPANNER 46 X 50,2,3
ME02214,RING SPANNER 5/8 X 3/4,2,3
ME3821,RING SPANNER 6 X 7,2,3
ME02215,RING SPANNER 7/8 X 1,2,3
ME3822,RING SPANNER 8 X 9,2,3
EL1133,RING SPANNER SET,4,5
CV0313,RIVER SAND,10,11
IT1205,RJ-45 CONNECTOR,2,3
ME2875,ROD AND CAP ASSEMBLY D10207460,3,4
ME02216,ROD BOLT,3,4
ME3244,ROLL NECK ADAPTOR FOR CONTINUOUS MILL 360MM-24040,2,3
ME3251,ROLL NECK ADAPTOR FOR CONTINUOUS MILL 420MM-24048,2,3
ME3301,ROLL NECK ADAPTOR FOR HLS C11 TO C16 (160 NECK),2,3
ME3248,ROLL NECK ADAPTOR FOR ROUGHING MILL 560CRS-24060,2,3
IT01176,ROLLER (PRINTER),2,3
HE1249,ROLLER BEARING 09265M40002,3,4
ME02217,ROLLER BLADE,4,5
ME3108,ROLLER BLADE 900X140X76,3,4
ME02218,ROLLER BUSH SET,2,3
ME3466,ROLLER CRUSHER BLADE ROTOR WITH BLADE FITTING BASE MODEL NO:513,4,5
ME2876,ROLLER ENRTY GUIDE RE 40B,3,4
ME2877,ROLLER ENTRY GUIDE RE 110AB,3,4
ME2878,ROLLER ENTRY GUIDE RE 75AB,3,4
ME2879,ROLLER RE 110AB,3,4
ME2880,ROLLER RE 25SP,3,4
ME2881,ROLLER RE 40B,3,4
ME2882,ROLLER RE 55B,3,4
ME2883,ROLLER RE 75AB,3,4
ME2884,ROLLER RE 90B,3,4
AS00126,ROLLER RTO 0B,3,4
AS00127,ROLLER RTO 1.5B,3,4
AS00128,ROLLER RTO 1B,3,4
AS00129,ROLLER RTO 2B,3,4
AS00130,ROLLER RTO 3B,3,4
AS00131,ROLLER TWISTER GUIDE RTO 0B,3,4
AS00132,ROLLER TWISTER GUIDE RTO 1.5B,3,4
AS00133,ROLLER TWISTER GUIDE RTO 1B,3,4
AS00134,ROLLER TWISTER GUIDE RTO 2B,3,4
AS00135,ROLLER TWISTER GUIDE RTO 3B,3,4
AS00136,ROLLS FOR CONTIVER PITCH ROLL,3,4
CV00287,ROPE ( JUTE ),1,1
ME3723,ROPE PULLEY DIA:400,3,4
ME3711,ROPE PULLEY DIA:500,3,4
ME3704,ROPE PULLEY DIA:550,3,4
ME3682,ROPE PULLEY DIA:600,3,4
ME3681,ROPE PULLEY DIA:700,3,4
ME3949,ROSSSOLENOID PILOT CONTROLLED VALVE MODEL:D2773B3001W,2,3
HE1297,ROTARY COUPLING SEAL KIT,2,3
EL1491,"ROTARY SWITCH 10AMP,1P PART:2S14CO",2,3
EL1492,"ROTARY SWITCH 10AMP,2P PART NO:3S24CO",2,3
EL00782,ROTARY SWITCH 25 AMP (BREAKER CONT.),2,3
EL1130,"ROTARY SWITCH TYPE:SRPM 334,40A",2,3
ME02220,ROTARY UNION 1 Inch,3,4
ME02221,ROTARY UNION ASSEMBLY,4,5
EL1359,ROUND CERAMIC INSULATOR 40MM X 40MM X 10MM,2,3
EL1657,"ROUND CERAMIC INSULATOR FOR RESISTANCE BOX OD:25MM,ID:12MM,L-32MM",2,3
CV00291,ROUND CHALK,6,8
ME02222,ROUND FILE 12 Inch,2,3
ME3121,ROUND LED PCB 150 WATT,3,4
EL1203,"ROUND PANEL FAN 220X60MMX8""",2,3
AS00138,ROUND ROD 6000 X 32 MM,2,3
AS00139,ROUND ROD 6000 X 50 MM,2,3
CV0400,ROYALE LUXURY EMULSION OFF WHITE PAINT,9,10
CV0399,ROYALE LUXURY EMULSION WHITE PAINT,9,10
EL1011,RS 485 ISOLATOR,2,3
EL1009,RS 485 TO FO CONVERTER,2,3
IT1199,RS-232 TO USB CONVERTER,2,3
ME3670,RS-ULTRA COMPRESSOR OIL FOR 37KW PART NO:1630204120,9,10
EL1191,RTD CABLE 3-CORE,5,6
EL1145,"RTD,PT-100 TEMPERATURE SENSOR 1/2""",2,3
ME02223,RTR NEW  InchB Inch LEGG,3,4
ME2885,RTR NEW  InchB Inch LEGG,3,4
EL00786,RUBBER CABLE 25SQMM X 3 CORE,5,6
EL00787,RUBBER CABLE 4SQMM X 3 CORE,5,6
CV0392,RUBBER GASKET THIKNESS:6MM,5,6
HS1053,RUBBER HAND GLOVES,17,15
ME02224,RUBBER HOSE PIPE 1 Inch,5,6
ME3088,RUBBER HOSE PIPE 1/2 INCH,5,6
ME3089,RUBBER HOSE PIPE 3/4 INCH,5,6
ME02225,RUBBER HOSE PIPE 8 MM,5,6
HE1183,RUBBER HOSE PIPE FOR KOMATSU,2,3
HE1316,RUBBER MOUNT 7201861,2,3
ME3734,RUBBER SPIDER FOR COUPLING RRS-150,3,4
ME3733,RUBBER SPIDER FOR COUPLING RRS-190,3,4
ME3735,RUBBER SPIDER FOR COUPLING RRS-225,3,4
ME3473,RUBBER SPIDER L-226,2,3
ME3750,RUBBER STAR SPIDER L-110,2,3
ME3957,RUBBER STAR SPIDER L-190,2,3
ME2653,RUBBER STAR SPIDER SWRRS-100/100 FOR CPHM50/16A PUMP,2,3
ME2654,RUBBER STARE SPIDER L-225 FOR DB80/26 PUMP,2,3
ME2655,RUBBER STARE SPIDER SW-276 FOR DB150/40 PUMP,2,3
ME3387,Rail Line 120 LBS,1,1
OT2817,Raw and Treated,3,4
PS2794,Receipt,18,20
PS02755,Register No. 03,2,3
PS02756,Register No. 4,2,3
PS02757,Register No:- 01,2,3
PS02758,Register No:- 02,2,3
OT2826,Register No:- 02,2,3
ME02186,Resilient coupling 107z for ccm,2,3
EL10054,Resistance Box-IMP,3,4
ME02190,Revolving Center MT4,2,3
ME02191,Revolving Center MT5,2,3
ME2871,Right Angle 12 Inch,2,3
ME02203,Right Angle 6 Inch,2,3
ME2872,Right Angle 6 Inch,2,3
CV00286,Roller Brush,2,3
ME02219,Roller Chain,2,3
OT2738,Rolling Mill Rolls 330X600-IMp,2,3
OT2736,Rolling Mill Rolls 400X600-IMP,2,3
OT2735,Rolling Mill rolls 600X1600-IMP,2,3
OT2741,Rolling Mills Rolls 460X800-IMP,2,3
OT02698,Room Spray,2,3
AS00137,Rotary ( Berral ) Pump,2,3
BP00089,Round Neck T-Shirt,2,3
ME02226,Rubber Sheet 4 mm,1,1
ME01482,Rubber Star Spider SW- 225,2,3
ME02227,Rubber star spider Type:-CPHM50/16A  DIA-CI/162,2,3
ME02228,Rubber star spider Type:-DB100/32 DIA-CI/329,2,3
ME02229,Rubber star spider Type:-DB150/40  DIA-CI/405,2,3
ME02230,Rubber star spider Type:-DB65/20 DIA-CI/193,2,3
ME02231,Rubber star spider Type:-DB80/20  DIA-CI/181,2,3
ME02232,Rubber star spider Type:-DB80/26  DIA-CI/253,2,3
ME02233,Rubber star spider Type:-RKB65/19E3  DIA-CI/182,2,3
EL1021,"S7-1200 DIGITAL INPUT MODULE,PART NO.6ES7-221-1BH30-OXB0",2,3
EL1022,"S7-1200 DIGITAL OUTPUT PLC MODULE,PART NO-6ES7-222-1BH30-OXBO",2,3
EL1020,"S7-1200 PLC MODEL-CPU 1217C, PART NO.6ES7-217-1AG40-OXBO",2,3
MS02655,SAAG JAALI,2,3
MS02656,SAFAL DAIRY,3,4
HS01035,SAFETY HELMET,2,3
HS01046,SAFETY SHOES,2,3
CV0316,SAKHHAR ( GUD),1,1
MS02657,SALT FOR WATER SOFTNER-NACL,1,1
ME3483,SATHERM SHEET 12MM,2,3
ME3484,SATHERM SHEET 16MM,2,3
ME3485,SATHERM SHEET 25MM,2,3
ME3481,SATHERM SHEET 3MM,2,3
ME3482,SATHERM SHEET 6MM,2,3
MS02658,SAUP,1,1
ME3390,SCAVENGE LINE FOR COMPRESSOR PART NO:9095374000,4,5
EL00788,SCR ASSY CONVERTER ANODE BASE PE FIMP5162,2,3
EL00789,SCR FIRING MODULE 3.3KHZ ELECT FIRED,3,4
EL00790,SCR FIRING MODULE ELECT FIRED REV7 IP 805975REV7 L,2,3
RM02789,SCRAP (Shredded steel scrap),1,1
PS02763,SCRAP ORDER,2,3
ME02234,SCREW DRIVER,2,3
EL1001,SCREW GEAR FOR 10 FEET LATHE MACHINE MACKING-2 SET,2,3
ME3794,SCREW SHAFT BRONZE NUT LH+RH,4,5
ME3792,"SCREW SHAFT FOR HLS C11-C16,160 NECK",2,3
ME02236,SCREW TC PLUG 6.4MM IK 20GRADE,3,4
EL1039,SDF MAIN SWITCH 250 A TPN,4,5
EL1335,SDF SWITCH 100 A,3,4
HE1252,SEAL DRIVE BEVEL PINION 09283M28022,3,4
ME02237,SEAL KIT FOR ALIGNING CYLINDER OF COLD CENTER,3,4
ME02238,SEAL KIT FOR BAR CLAMPING CYLINDER OF COLD CENTER,3,4
ME02239,SEAL KIT FOR BAR DISAPPEARING STOPPER CYLINDER,4,5
ME02240,SEAL KIT FOR BAR LOOPER ROLL LIFTING LOWERING CYLINDER,4,5
ME02241,SEAL KIT FOR CLAMPING C5 TO C10 (24040),3,4
ME02242,SEAL KIT FOR CLAMPING CYLINDER,4,5
ME02243,SEAL KIT FOR CLAMPING CYLINDER C1 TO C4 (24048),4,5
ME02244,SEAL KIT FOR CLAMPING CYLINDER HL160 NECK,3,4
ME3785,SEAL KIT FOR CROP CHUTE CYLINDER 700 CRS 1,3,4
ME02245,SEAL KIT FOR CROP CHUTE CYLINDER FOR CC5-2 500CENTER,4,5
ME3043,SEAL KIT FOR CUTTING CYLINDER,4,5
ME02248,SEAL KIT FOR DIVERTER CYLINDER OF CONTINONS SHEAR,4,5
ME02249,SEAL KIT FOR DIVERTER CYLINDER OF DIVIDING SHEAR 910CRS,4,5
ME02251,SEAL KIT FOR HYDRAULIC CYLINDER SIZE:- 100 X 70 X 457 STROKE,4,5
ME3145,SEAL KIT FOR LINING VIBRATOR CYLINDER,4,5
ME02252,SEAL KIT FOR LOOPER SNAP SHEAR CYLINDER,4,5
ME02253,SEAL KIT FOR PINCH ROLL CYLINDER CANTILEVER PINCH ROLL,3,4
ME02254,SEAL KIT FOR PNEUMATIC CYL. OF BILLET DISCARD,4,5
ME3219,SEAL KIT FOR PNEUMATIC CYLINDER 100X125MM,2,3
ME3936,SEAL KIT FOR PNEUMATIC CYLINDER 125X125MM,2,3
ME3754,SEAL KIT FOR PNEUMATIC CYLINDER FOR DES FOR CCM,3,4
ME02255,SEAL KIT FOR PNEUMATIC CYLINDER MODEL NO.FMK-K  05-125-0350,4,5
ME3044,SEAL KIT FOR PRESS CYLINDER,4,5
ME3273,SEAL KIT FOR SCRAP TROLLEY HYDRAULIC CYLINDER MODEL:EFE 129-3-3706MM,4,5
ME02256,SEAL KIT FOR SHIFTING CYLINDER C1 TO C4 (24048),4,5
ME02257,SEAL KIT FOR SHIFTING CYLINDER C5 TO C10 (24040),3,4
ME02258,SEAL KIT FOR SHIFTING CYLINDER HL160 NECK,3,4
ME3788,"SEAL KIT FOR TENSION NUT FOR ROUGHING MILL 560CRS,24060",2,3
ME3900,SEAL KIT HP 5012,2,3
ME02259,SEAL KIT HYDRAULIC CYLINDER FOR LAYER TRANSFER TROLLEY (100 X 56 X 275),4,5
ME02260,SEAL KIT HYDRAULIC CYLINDER FOR TILTING TABLE 125 X 90 X 550,4,5
HE1259,SEAL OIL 43491-70001,3,4
ME02261,SEAL OIL REAR AXLE SHAFT INNER LD10193420,3,4
ME02262,SEAL SET (100 X 50),4,5
ME02263,SEAL SET (100 X 70),4,5
ME02264,SEAL WASHER 13.74 X 20.57 X 2 PART NO.0661 1000 25,2,3
ME2613,"SEAL WASHER 13.74 X 20.57 X 2,PART NO.0661 1000 25",2,3
ME02265,SEAL WASHER PART NO.0661 1000 27,2,3
ME2614,"SEAL WASHER,PART NO.0661 1000 27",2,3
ME02266,SEALED BEARING 5.18.21.1,2,3
AR00042,SEAMLESS PIPE 194 X 177 X 16.5 X 6.5 MTR,1,1
AR00041,SEAMLESS PIPE 252MM X 236MM X 16MM X 6 MTR,1,1
AR00039,SEAMLESS PIPE 32 MM,2,3
AR00040,SEAMLESS PIPE 40 MM,2,3
ME3020,SEAMLESS PIPE OD 42 MM X ID 20 MM,2,3
ME3021,SEAMLESS PIPE OD 45 MM X ID 25 MM,2,3
ME3944,"SEAMLESS PIPE OD:100MM,ID:80MM",2,3
ME3951,"SEAMLESS PIPE OD:50MM,ID:25MM",2,3
ME3946,"SEAMLESS PIPE OD:60MM,ID:35MM",2,3
ME3947,"SEAMLESS PIPE OD:75MM,ID:55MM",2,3
HE01130,SEAT COVER,4,5
EL1518,SEIZER,2,3
EL00791,SELECTOR SWITCH,2,3
EL00792,SELECTOR SWITCH PB 010,2,3
EL00793,SELECTORE SWITCH 2 WAY,2,3
EL1579,SELF ADHESIVE CABLE TIE MOUNT 20MMX20MM,2,3
EL1580,SELF ADHESIVE CABLE TIE MOUNT 30MMX30MM,2,3
HE01155,SELF ARMATURE,2,3
ME02269,SELF BUSH,3,4
HS10095,SELF CABIN,3,4
HE1179,SELF CARBON,2,3
HE1178,SELF FORK,2,3
ME02270,SELF PINION,4,5
PS02765,SELF STAMP,2,3
HE01131,SEPARATOR FUEL WATER 3329289,2,3
CV0372,SEPTIC TANK CONCRETE RING,2,3
ME02556,SER00045 Servo 4 T 20 W - 50 ( New ),9,10
ME3072,SERVICE KIT FOR ATLAS COPCO COMPRESSOR,4,5
EL1000,SERVICING FOR 100 KVA SERVO STABILIZER-1 NOS,2,3
HE01156,SERVICING KIT,3,4
EL1427,SERVICING KIT FOR 500KVA DG SET MODEL:KTAA-19-G10,4,5
EL0972,SERVICING KIT FOR KIRLOSKAR MAKE 20 KVA DG MODEL:2R1040,4,5
EL1311,SERVICING KITS FOR OLTC SERVICING OF 35/42 MVA TRANSFORMER,4,5
EL1102,SERVO MOTOR,2,3
ME3516,SHAFT FOR END SUCTION CENTRIFUGAL PUMP  DB 80/16 KB,2,3
ME3517,SHAFT SLEEVE SS FOR END SUCTION CENTRIFUGAL PUMP DB 80/16 KB,2,3
OT2808,SHAFT SWITCHABLE SCREEN,3,4
PS02766,SHARPENER,2,3
ME2887,SHEAVE PULLY 7200363,3,4
EL1220,SHED LIGHT SET MODEL:HB-UFO-200W,2,3
ME2888,SHIFTING CYLINDER C5 TO C10,3,4
ME2889,SHIFTING CYLINDER FOR C1 TO C4 (24048),3,4
ME2890,SHIFTING CYLINDER FOR HL 160 NECK,3,4
ME2891,SHIM 0.2 MM P250065,3,4
OT2962,SHINING POLYMER COATING AGENT FOR TMT-5057,9,10
CV00093,SHOWER,2,3
ME3835,"SHUNT INSULATION MODEL:C-4300 L-3000MM,W-240MM,THICK-5MM",2,3
ME3658,SHUNT INSULATION PAD SET 30T F.FCE.(KLINGER),2,3
ME3880,SHUNT LAMINATION YOKE FOR 30MT INDUCTION FURNACE,2,3
OT2800,SHUTTER SPARK STAND,3,4
AS00141,SIDE ABUTMENT BLOCKS 230 X 115 X 120/20 (50% AL),2,3
AS00142,SIDE ARCH FIRE BRICKS 230 X 115 X 75/50 (50% AL),2,3
AS00143,SIDE ARCH FIRE BRICKS 230 X 115 X 75/65 (50% AL),2,3
ME3958,SIDE BOLT FOR BREAKER CP0117,2,3
ME3117,SIDE MOUNTED AUXILLIARY CONTACT BLOCK (1NO+1NC)TYPE:CAL5X-11,3,4
EL1522,SIDE SEPARATOR FOR MOTOR NO:10,2,3
EL1521,SIDE SEPARATOR FOR MOTOR NO:7,2,3
CV0415,SIDE STREAM FILTERATION SYSTEM FOR TMT WATER TANK,4,5
OT2729,SIEVE ANALYSIS TEST KIT 90 MICRON,2,3
EL00794,SIGNAL ISOLATOR,2,3
EL00795,SIGNALLING CONTACT FOR 3TF CONTACTOR 3TX40 01-2A NC CONTACT,2,3
EL10059,SIGNALLING CONTACT FOR 3TF CONTACTOR 3TX40 01-2ANC CONTACT,2,3
EL00796,SIGNALLING CONTACT FOR 3TF CONTACTOR 3TX40 10-2A  NO CONTACT,2,3
EL10060,SIGNALLING CONTACT FOR 3TF CONTACTOR 3TX40 10-2A NO CONTACT,2,3
EL00797,SIGNALLING CONTACT FOR 3TF CONTACTOR 3TY7561-1AA00-8K,2,3
OT2823,SILICA CRUCIBLE LID,2,3
OT2713,SILICA CRUCIBLE WITH TOP COVER,2,3
CV00301,SILICA GEL,1,1
AR00083,SILICO MANGANESE,1,1
ME3316,SILICON CARBIDE GRINDING WHEEL 225 X 26 X 31.75MM,2,3
ME3030,"SILICON CARBIDE ROD DIA: 8 MM LENGHT: 18 CM, TOTAL: 30 CM",3,4
ME3668,SILICON OIL -GE SILICON #178-SF1154$,2,3
FL01028,SILICON PASTE FOR ELECTRICAL ISOLATOR SWITCH GREASING MAKE: BOSS GP,2,3
CV00303,SILICON RTV 732 NO,2,3
ME3474,SILICON RUBBER TAPE PART NO:FTA000030,7,9
EL10061,SILICON TAPE 0.02 Inch X 1.3/4 Inch,22,6
EL00799,SILICON TAPE 0.02 Inch X 1.3/4 Inch,5,6
ME3480,SILICONES RTV -5000,2,3
HE01132,SILINCER ASSY V19.02.803.2 B,3,4
EL1085,SIMATIC S7-1200 ANALOG,3,4
EL1084,SIMATIC S7-1200 COMMUNICATION BOARD,3,4
EL1152,"SIMATIC S7-1200 COMMUNICATION MODULE CM1241,RS422/485 PART NO. 6ES7241-ICH32-0XB0",2,3
ME2667,SIMPLEX ROLLER CHAIN 5 INCH (PITCH:125 MM),5,6
ME2668,SIMPLEX ROLLER CHAIN LOCK FULL 5 INCH,2,3
ME2669,SIMPLEX ROLLER CHAIN LOCK HALF 5 INCH,2,3
ME3943,SINGLE ACTING HORIZONTAL HYDRAULIC CYLINDER 50MT,2,3
EL1530,SINGLE END LUGS 0.5 SQMM,2,3
EL1531,SINGLE END LUGS 1.0 SQMM,2,3
EL1086,SINGLE PHASE ENERGY METER 220/240 V AC,3,4
OT2762,SINGLE PHASE HT CAPACITOR 191KVAR @ 24 KV MAKE USHA POWER,3,4
OT2740,SINGLE PHASE HT CAPACITOR 382KVAR @ 24 KV MAKE USHA POWER,3,4
AS00144,SINGLE PHASE MOTOR 75KW 100HP,3,4
EL1228,SINGLE PHASING PREVENTOR VSP 3,2,3
ME3494,SINGLE RAW TAPERED ROLLER BEARING 30218,2,3
ME3493,SINGLE RAW TAPERED ROLLER BEARING 31315,2,3
ME2983,SINGLE ROW ANGULAR CANTACT BALL BEARING 7309 BEP,2,3
ME2984,SINGLE ROW CYLINRICAL ROLLER BEARING NU-309 EC,2,3
ME3283,SINGLE ROW TAPERED ROLLER BEARING 30206,2,3
ME2634,SINGLE ROW TAPERED ROLLER BEARING 32206,2,3
EL00800,SINGLE SOLENOIDE VALVE MODULE NO : DA6020BNJW,3,4
CV00175,SINK COCK,2,3
CV0357,SINK COUPLING WITH PIPE,2,3
EL1400,"SINTERING HEATER 120KW,440VAC",4,5
AS00145,SIREN 1 KM,2,3
ME3850,"SLAB HA SIZE:24""X 12"" X 6""",2,3
ME2893,SLACK ADJUSTER (LH) 7203869,3,4
ME2894,SLACK ADJUSTER (RH) 7203858,3,4
ME2656,SLATE CHALK,6,8
ME2895,SLAVE CYL V16.25.760.0,3,4
OT02707,SLEAPER,2,3
ME2896,SLEEV 85.18.18.1,3,4
ME2897,SLEEVE 85.18.18.1,3,4
HE01157,SLEW BEARING 710 SERIES,2,3
AR00028,SLIDE GATE PLATE 30MM 2QC,2,3
ME02275,SLIDE WRENCH 12 Inch,2,3
ME3177,SLIDER WITH GLIDER FOR 2QC SLIDE GATE SYSTEM,2,3
ME02276,SLIDING CYLINDER 100 X 70 SEAL KIT,4,5
ME02277,SLIDING CYLINDER 100 X 700,2,3
ME02278,SLIDING GEAR Z 36 SLOW SPEED 423523200300,2,3
ME02279,SLIDING GEAR Z-35 (423523209500),2,3
ME3601,SLIDING MUFF ASSEMBLY MODEL:SWC 390/440BH-1600+190,3,4
ME3593,SLIDING MUFF WITH TUBE YOKE AND FLANGE YOKE WITH CROSS ASSEMBLY MODEL:SWC 390/440BH-1600+190,4,5
EL1154,SLING WIRE 3MM,5,6
ME3600,SLIP TUBE ASSEMBLY MODEL:SWC 390/440BH-1600+190,3,4
ME3592,SLIP TUBE SHAFT WITH TUBE YOKE AND FLANGE YOKE CROSS ASSEMBLY MODEL:SWC 390/440BH-1600+190,4,5
OT2974,"SLIPRING AC MOTOR FOR ROUGHING STAND 2000HP,750RPM",3,4
ME02280,SLIPRING UNIT FOR MOTOR KS-225SB  HP-33 FOR MH OF 10 TON CRANE,3,4
ME02281,SLIPRING UNIT FOR MOTOR KS-280S  HP-60 FOR MH OF 15 TON CRANE,3,4
ME02282,SLIPRING UNIT OF MOTOR FRAME-KS-132MA  HP-3.5 FOR CT OF 10 TON CRANE,3,4
ME02283,SLIPRING UNIT OF MOTOR FRAME-KS-132MC  HP-5 FOR CT OF 15 TON CRANE,3,4
ME02284,SLIPRING UNIT OF MOTOR FRAME-KS-132MC  HP-6 FOR LT OF 10 TON CRANE,3,4
ME02285,SLIPRING UNIT OF MOTOR FRAME-KS-160L2  HP-10 FOR LT OF 15 TON CRANE,3,4
ME02286,SLIPRING UNIT OF MOTORS 100 HP-KS315SA OF AH OF 75/25T & MH OF 25/10T CRANE,3,4
ME02287,SLIPRING UNIT OF MOTORS 15 HP-KS180L2 OF CT OF 75/25T CRANE & LT OF 25/10T CRANE,3,4
ME02288,SLIPRING UNIT OF MOTORS 175 HP-KS355M OF MH OF 75/25T CRANE,3,4
ME02289,SLIPRING UNIT OF MOTORS 25 HP-KS225SA OF LT 75/25T CRANE,3,4
ME02290,SLIPRING UNIT OF MOTORS 40 HP-KS250S OF AH OF 25/10T CRANE,3,4
ME02291,SLIPRING UNIT OF MOTORS 7.5 HP-KS160M2 OF CT OF 25/10T CRANE,3,4
EL1346,"SLIPRING UNIT OF ROUGHING MOTOR 1500HP,738RPM",2,3
ME3156,SLOGGING HAMMER SPANNER OPEN-36 MM,2,3
ME3158,SLOGGING HAMMER SPANNER OPEN-38 MM,2,3
ME3155,SLOGGING HAMMER SPANNER RING-36 MM,2,3
ME3157,SLOGGING HAMMER SPANNER RING-38 MM,2,3
ME3294,SLOGGING HAMMERING SPANNER OPEN-48MM,2,3
ME3293,SLOGGING HAMMERING SPANNER RING-48MM,2,3
ME02294,SLOGGING SPANNER 55,2,3
ME3329,"SLY WRENCH-10""",2,3
ME2898,SLYED WRENCH 10 Inch,2,3
OT2803,SMALL WATER ABSORD,3,4
EL00801,SMPS 10 A,2,3
EL00802,SMPS 14.5 AMP,2,3
EL1199,SMPS 14.6 AMP MODEL:58FS-C35024,2,3
EL00803,SMPS 2.1 AMP,2,3
EL00804,SMPS 4.5 A,2,3
EL00805,SMPS 5 AMP,2,3
EL00806,SMPS 6.5 AMP,2,3
IT01180,SMPS FOR COMPUTER,2,3
EL00807,SMPS INPUT 220 VAC 100-240 VAC OUT PUT 24 VAC 14.5 AMP,2,3
EL00808,SMPS MODEL RS 15-24 INPUR-100-240 VACOUTPUT 24 VDC AMP 0-36 A MAKE MEAN WELL,2,3
EL00809,SMPS S350-24,3,4
ME02295,SNAP OFF CUTTER BLADES SKB 18,2,3
ME02296,SNAP OFF CUTTER SKE 18,2,3
ME3898,SNAP RING HP 5012,2,3
ME3913,SNATCH BLOCK WITH PULLEY DIA 600 EOT CRANE 25MT,4,5
ME01186,"SNATCH PULLEY BOLCK WITH HOOK,CAPACITY 5 MT",3,4
CV00176,SOAP DISPENSER,2,3
ME2899,SOCKET 13 NUMBER,3,4
ME02297,SOCKET GOTI 36 MM,2,3
ME02298,SOCKET GOTI 50 MM,2,3
EL1134,SOCKET SET TAPARIYA SA46,4,5
AR00043,SODIUM SILICATE,1,1
ME3353,SOFT START UP MODULE FOR BOSCH GRINDER TOOL MODEL:GC014-24J,2,3
EL1253,SOFT/DM WATER PUMP FOR COIL,4,5
HE1219,SOLDERING,2,3
EL1261,SOLDERING IRON 60 WATT,2,3
EL0974,SOLDERING WIRE,2,3
EL00810,SOLENIDE VALVE 1 Inch DOUBLE 5/2,2,3
EL00811,SOLENOID (3054609),3,4
EL00812,SOLENOID COIL DC 12W,3,4
EL00813,SOLENOID COIL WITH CONNECTOR (UKEN),2,3
EL00814,SOLENOID COIL WITH CONNECTOR 220VAC 30W 22MM,3,4
EL1495,"SOLENOID COIL WITH CONNECTOR 24VDC,DIA:13MM MODEL:2200",2,3
EL1494,"SOLENOID COIL WITH CONNECTOR 24VDC,DIA:9MM MODEL:1100/9",2,3
EL00815,SOLENOID CONNECTOR KAOTORO,3,4
EL00816,SOLENOID VALVE 1 Inch PROPORTIONAL TYPE FOR COLD SHEAR,3,4
EL00817,SOLENOID VALVE 1/2 Inch DOUBLE COIL,2,3
ME3083,"SOLENOID VALVE 1/2"" 5/2 WAY SINGLE ACTING COIL",2,3
EL00818,SOLENOID VALVE 1/8 Inch X 5/3 WAY,3,4
EL00819,SOLENOID VALVE 3/4 X 5/2,2,3
EL00820,SOLENOID VALVE ASSY 32120,3,4
ME3660,SOLENOID VALVE DOUBLE 1/2'' WITHOUT COIL,2,3
EL00821,SOLENOID VALVE EL15637W JAINTICS,2,3
EL00822,SOLENOID VALVE FOR CANTILEVER PINCH ROLL,3,4
ME3378,SOLENOID VALVE FOR COMPRESSOR PART NO:1635292500,4,5
EL00823,SOLENOID VALVE FOR CONTINOUS CENTER,3,4
EL00824,SOLENOID VALVE FOR DIVERTER CENTER 910,3,4
EL00825,SOLENOIDE VALVE FOR CC52 500 CENTER,3,4
ME3071,"SOLID CI PULLEY 8"" PILOT BORE:- 25 MM GROVE TYPE:- ""C"" NO. OF GROOVES:- 5",2,3
ME02299,SOLID CI PULLEY WITH PILOT BORE V- BELT SIZE:14 INCH X4 GROOVE XB,3,4
EL00826,SOLONIDE COIL 24VDC,2,3
HE01133,SOLUTION RTV,2,3
ME2900,SPACER 22-C-3-049,3,4
ME02300,SPACER 70 X 50.5 X 8 MM (101221206600),2,3
ME2901,SPACER BETWEEN DRIVE SIDE SEAL FOR HLS 160 NECK,3,4
ME2902,SPACER BETWEEN SEAL FOR HLS 160 NECK,3,4
ME02301,SPACER FOR IDLER GEAR 445023600500,2,3
HE1235,SPACER PART NO.22-M-03-036,2,3
HE1256,SPACER RR WHEEL BEARING 44251M79000,3,4
HE1258,SPACER WHEEL BEARING 43485M67000,3,4
EL1402,SPADE FEMALE CABLE CONNECTOR 10SQMM,2,3
